amount,amount_to_average_ratio,new_recipient,recipient_transaction_count,transaction_velocity,hour_of_day,day_of_week,historical_average,historical_std,recent_suspicious_call,recent_suspicious_message,device_changed,location_anomaly,voice_risk,message_risk,scenario_type,is_fraud
8936.85,5.96,0,3,0.59,3,6,1500.0,600.0,1,0,0,0,68,47,SUSPICIOUS,1
8527.65,1.07,1,0,0.1438,11,3,8000.0,3200.0,0,0,0,0,4,15,NORMAL,0
1499.05,1.0,0,6,0.1312,7,6,1500.0,600.0,0,0,0,0,12,0,NORMAL,0
10670.7,0.89,0,35,0.1474,15,0,12000.0,4800.0,0,0,0,0,12,8,NORMAL,0
133244.34,11.1,1,0,0.58,2,0,12000.0,4800.0,1,1,1,0,90,89,EXTREME,1
4649.01,3.1,1,0,0.5562,14,1,1500.0,600.0,0,1,0,0,9,68,SUSPICIOUS,1
956.52,0.64,1,0,0.1763,7,6,1500.0,600.0,0,0,0,0,15,4,NORMAL,0
982.97,0.66,0,15,0.1641,13,2,1500.0,600.0,0,0,0,0,9,15,NORMAL,0
8671.3,0.72,0,38,0.17,13,1,12000.0,4800.0,0,0,0,0,10,6,NORMAL,0
12075.87,1.01,0,7,0.2118,14,1,12000.0,4800.0,0,0,0,0,5,10,NORMAL,0
2572.71,0.86,0,19,0.0855,9,5,3000.0,1200.0,0,0,1,0,13,9,NORMAL,0
2874.78,0.96,0,24,0.0641,18,2,3000.0,1200.0,0,0,0,0,3,14,NORMAL,0
4641.55,0.93,0,11,0.2099,18,0,5000.0,2000.0,0,0,0,0,10,13,NORMAL,0
6016.32,0.5,0,12,0.2478,10,0,12000.0,4800.0,0,0,0,0,15,7,NORMAL,0
2625.51,0.88,0,6,0.0686,12,2,3000.0,1200.0,0,0,0,0,12,5,NORMAL,0
15845.41,10.56,1,0,0.4004,20,3,1500.0,600.0,1,1,1,1,83,92,EXTREME,1
1355.55,0.9,0,41,0.118,14,5,1500.0,600.0,0,0,0,1,13,14,NORMAL,0
9080.97,0.76,0,39,0.1421,22,4,12000.0,4800.0,0,0,0,0,15,12,NORMAL,0
2908.11,0.58,0,33,0.1076,14,5,5000.0,2000.0,0,0,0,0,11,4,NORMAL,0
11552.04,3.85,1,0,0.2784,2,2,3000.0,1200.0,1,0,1,0,51,47,SUSPICIOUS,1
3435.01,1.15,0,5,0.2249,14,4,3000.0,1200.0,0,0,0,0,11,8,NORMAL,0
17071.76,5.69,1,0,0.5891,3,6,3000.0,1200.0,1,0,1,1,71,17,SUSPICIOUS,1
24173.41,3.02,1,0,0.3007,4,3,8000.0,3200.0,0,1,0,1,14,50,SUSPICIOUS,1
8844.95,5.9,1,0,0.5862,3,4,1500.0,600.0,0,0,0,1,15,44,SUSPICIOUS,1
2317.87,0.77,0,7,0.094,18,6,3000.0,1200.0,0,0,0,0,2,2,NORMAL,0
9619.12,0.8,0,7,0.2457,14,1,12000.0,4800.0,0,0,0,0,11,12,NORMAL,0
54630.08,4.55,1,0,0.4646,1,5,12000.0,4800.0,0,1,0,0,12,78,SUSPICIOUS,1
3698.16,0.74,0,22,0.1563,10,4,5000.0,2000.0,0,0,0,0,0,15,NORMAL,0
12880.04,1.07,0,3,0.1759,21,0,12000.0,4800.0,0,0,0,0,8,9,NORMAL,0
5989.05,3.99,0,1,0.3086,0,2,1500.0,600.0,1,1,1,0,64,79,SUSPICIOUS,1
2051.18,0.68,0,26,0.2307,15,6,3000.0,1200.0,0,0,0,0,13,7,NORMAL,0
17203.54,11.47,1,0,0.8954,15,4,1500.0,600.0,1,1,0,1,90,74,EXTREME,1
5164.73,1.03,0,21,0.2201,21,4,5000.0,2000.0,0,0,0,0,11,3,NORMAL,0
3975.57,2.65,1,0,0.2465,19,1,1500.0,600.0,1,1,0,0,51,54,SUSPICIOUS,0
5423.43,1.08,0,11,0.1035,8,0,5000.0,2000.0,0,0,0,0,9,12,NORMAL,0
22810.05,2.85,1,0,0.4168,1,3,8000.0,3200.0,0,0,1,1,13,1,SUSPICIOUS,1
2537.12,0.85,0,20,0.2058,20,3,3000.0,1200.0,0,0,0,0,12,10,NORMAL,0
4283.41,0.54,0,20,0.1452,17,2,8000.0,3200.0,0,0,0,0,11,9,NORMAL,0
62271.22,5.19,1,0,0.2893,1,2,12000.0,4800.0,0,0,0,0,39,8,SUSPICIOUS,1
3977.98,0.8,0,35,0.1216,21,1,5000.0,2000.0,0,0,0,0,6,15,NORMAL,0
1188.72,0.79,0,8,0.0592,10,4,1500.0,600.0,0,0,0,0,8,1,NORMAL,0
26162.18,5.23,1,0,0.4019,14,5,5000.0,2000.0,1,0,0,0,68,13,SUSPICIOUS,1
27088.09,9.03,1,0,0.6573,15,0,3000.0,1200.0,1,1,0,0,100,80,EXTREME,1
4123.16,1.37,0,14,0.042,13,3,3000.0,1200.0,0,0,1,0,14,13,NORMAL,0
12048.19,4.02,1,0,0.2708,4,0,3000.0,1200.0,0,0,0,0,12,17,SUSPICIOUS,1
2215.16,0.74,0,44,0.2229,10,3,3000.0,1200.0,0,0,0,0,4,14,NORMAL,0
2488.7,0.83,0,12,0.1758,19,6,3000.0,1200.0,0,0,0,0,15,2,NORMAL,0
8247.99,1.03,0,10,0.1801,10,4,8000.0,3200.0,0,0,0,0,8,2,NORMAL,0
25585.36,3.2,1,0,0.4811,4,2,8000.0,3200.0,0,1,1,0,15,66,SUSPICIOUS,1
28457.33,9.49,1,0,0.5966,22,2,3000.0,1200.0,1,1,0,0,87,76,EXTREME,1
2335.27,0.78,0,27,0.2307,9,2,3000.0,1200.0,0,0,0,0,13,5,NORMAL,0
1645.81,0.55,0,12,0.063,20,6,3000.0,1200.0,0,0,0,0,11,11,NORMAL,0
6740.22,0.56,0,16,0.1742,16,4,12000.0,4800.0,0,0,0,0,4,13,NORMAL,0
812.67,0.27,0,2,0.2098,17,3,3000.0,1200.0,0,0,0,0,6,11,NORMAL,0
8045.72,1.01,0,10,0.137,21,4,8000.0,3200.0,0,0,0,0,10,2,NORMAL,0
6192.27,0.77,1,0,0.2153,12,5,8000.0,3200.0,0,0,0,0,7,0,NORMAL,0
22211.77,4.44,1,0,0.4534,19,6,5000.0,2000.0,0,0,0,1,11,42,SUSPICIOUS,1
9547.03,0.8,0,44,0.2185,12,5,12000.0,4800.0,0,0,0,1,13,10,NORMAL,0
28695.57,5.74,1,0,0.2989,0,4,5000.0,2000.0,0,0,1,0,7,3,SUSPICIOUS,1
3847.54,0.48,0,31,0.1265,20,4,8000.0,3200.0,0,0,0,0,9,10,NORMAL,0
12686.22,4.23,0,1,0.4836,1,2,3000.0,1200.0,0,1,0,0,48,59,SUSPICIOUS,1
1441.83,0.96,0,13,0.1146,21,5,1500.0,600.0,0,0,0,0,3,4,NORMAL,0
3173.1,1.06,0,38,0.1646,10,2,3000.0,1200.0,0,0,0,0,11,5,NORMAL,0
1650.04,1.1,0,2,0.1919,10,3,1500.0,600.0,0,0,0,0,13,9,NORMAL,0
1114.84,0.74,0,3,0.1277,19,5,1500.0,600.0,0,0,0,0,5,13,NORMAL,0
12662.71,1.06,0,21,0.0533,7,0,12000.0,4800.0,0,0,0,0,13,15,NORMAL,0
2854.62,0.95,1,0,0.1296,17,2,3000.0,1200.0,0,0,0,0,14,12,NORMAL,0
6112.04,1.22,0,36,0.0577,18,4,5000.0,2000.0,0,0,0,0,12,12,NORMAL,0
12269.52,4.09,0,3,0.3483,2,1,3000.0,1200.0,1,1,0,0,54,68,SUSPICIOUS,1
42582.65,8.52,1,0,1.0055,16,1,5000.0,2000.0,1,1,0,0,90,74,EXTREME,1
8110.17,0.68,1,0,0.1283,12,2,12000.0,4800.0,0,0,0,0,10,4,NORMAL,0
6622.34,1.32,0,34,0.1963,19,4,5000.0,2000.0,0,0,0,0,7,9,NORMAL,0
12364.21,4.12,1,0,0.4751,23,6,3000.0,1200.0,1,0,0,0,70,13,SUSPICIOUS,1
35556.95,4.44,0,3,0.2368,23,6,8000.0,3200.0,0,0,1,0,17,2,SUSPICIOUS,1
52588.37,10.52,1,0,0.5973,8,2,5000.0,2000.0,1,1,1,1,85,84,EXTREME,1
1625.35,1.08,1,0,0.2122,7,6,1500.0,600.0,0,0,1,0,3,1,NORMAL,0
4036.07,0.5,0,16,0.0552,13,2,8000.0,3200.0,0,0,0,0,13,14,NORMAL,0
849.26,0.57,0,16,0.0872,11,0,1500.0,600.0,0,0,0,1,8,4,NORMAL,0
9414.64,0.78,0,43,0.2146,14,1,12000.0,4800.0,0,0,0,1,4,12,NORMAL,0
2526.05,0.84,0,11,0.0667,19,2,3000.0,1200.0,0,0,0,0,2,10,NORMAL,0
14496.24,1.21,0,34,0.0526,9,2,12000.0,4800.0,0,0,0,0,3,12,NORMAL,0
2237.07,0.75,0,44,0.118,8,1,3000.0,1200.0,0,0,0,0,9,1,NORMAL,0
14312.38,1.19,0,35,0.0695,15,6,12000.0,4800.0,0,0,0,0,1,8,NORMAL,0
1551.73,1.03,0,33,0.0957,13,6,1500.0,600.0,0,0,0,0,8,14,NORMAL,0
5510.38,0.69,0,23,0.2247,11,2,8000.0,3200.0,0,0,0,0,5,10,NORMAL,0
3414.46,0.68,0,44,0.0406,9,0,5000.0,2000.0,0,0,0,0,14,12,NORMAL,0
22818.26,2.85,1,0,0.2259,1,2,8000.0,3200.0,1,1,1,1,53,75,SUSPICIOUS,1
68341.84,5.7,0,3,0.345,3,0,12000.0,4800.0,1,1,1,0,71,65,SUSPICIOUS,1
42854.09,5.36,0,2,0.4049,4,2,8000.0,3200.0,0,1,1,0,2,76,SUSPICIOUS,1
23637.25,1.97,0,41,0.1961,12,1,12000.0,4800.0,0,0,0,0,5,14,NORMAL,0
4927.58,0.41,0,24,0.1144,22,0,12000.0,4800.0,0,0,0,0,15,10,NORMAL,0
1921.51,1.28,1,0,0.2001,10,0,1500.0,600.0,0,0,0,1,1,0,NORMAL,0
28027.61,5.61,1,0,0.7989,12,0,5000.0,2000.0,1,1,0,1,99,84,EXTREME,1
1717.62,0.57,0,31,0.1004,22,4,3000.0,1200.0,0,0,0,0,7,7,NORMAL,0
898.58,0.6,0,33,0.1632,20,0,1500.0,600.0,0,0,0,0,13,14,NORMAL,0
1062.45,0.71,0,32,0.0623,21,0,1500.0,600.0,0,0,0,0,4,1,NORMAL,0
139745.76,11.65,1,0,0.7884,17,3,12000.0,4800.0,1,1,1,0,90,79,EXTREME,1
8411.75,5.61,1,0,0.2632,19,4,1500.0,600.0,1,1,0,0,62,59,SUSPICIOUS,1
2052.22,1.37,0,24,0.0584,19,1,1500.0,600.0,0,0,0,0,13,5,NORMAL,0
47964.83,6.0,1,0,0.2402,19,3,8000.0,3200.0,0,0,0,1,10,11,SUSPICIOUS,1
4971.91,0.41,0,18,0.141,15,2,12000.0,4800.0,0,0,0,0,1,6,NORMAL,0
8613.43,1.08,1,0,0.1208,13,6,8000.0,3200.0,0,0,0,0,15,12,NORMAL,0
5970.01,1.19,0,42,0.2287,9,4,5000.0,2000.0,0,0,0,0,0,15,NORMAL,0
32044.87,4.01,1,0,1.1441,7,6,8000.0,3200.0,1,1,0,0,87,86,EXTREME,1
23411.41,7.8,1,0,0.7209,0,0,3000.0,1200.0,1,1,1,0,97,71,EXTREME,1
1798.24,0.6,0,2,0.1812,9,5,3000.0,1200.0,0,0,0,0,10,11,NORMAL,0
7958.43,0.99,0,27,0.2255,16,4,8000.0,3200.0,0,0,0,0,10,3,NORMAL,0
7403.89,0.62,0,41,0.1523,11,3,12000.0,4800.0,0,0,0,0,7,4,NORMAL,0
6503.06,0.54,0,12,0.1845,19,1,12000.0,4800.0,0,0,0,0,3,8,NORMAL,0
1685.16,1.12,0,23,0.042,12,2,1500.0,600.0,0,0,0,0,14,5,NORMAL,0
45085.68,5.64,1,0,0.3326,23,5,8000.0,3200.0,1,0,1,0,72,40,SUSPICIOUS,1
2009.71,0.67,0,14,0.2372,15,4,3000.0,1200.0,0,0,0,0,6,14,NORMAL,0
15420.17,3.08,1,0,0.4368,19,5,5000.0,2000.0,1,1,0,0,53,54,SUSPICIOUS,1
1066.72,0.71,0,31,0.0711,20,3,1500.0,600.0,0,0,0,0,3,12,NORMAL,0
9387.69,3.13,0,2,0.4516,1,2,3000.0,1200.0,0,0,0,1,16,1,SUSPICIOUS,1
4031.78,1.34,0,5,0.1896,13,6,3000.0,1200.0,0,0,1,0,2,3,NORMAL,0
4156.48,0.83,0,8,0.1416,18,5,5000.0,2000.0,0,0,0,0,4,11,NORMAL,0
3320.39,1.11,0,40,0.1588,10,6,3000.0,1200.0,0,0,0,0,8,1,NORMAL,0
4229.0,0.85,0,33,0.0961,13,5,5000.0,2000.0,0,0,0,0,9,13,NORMAL,0
1515.79,1.01,0,35,0.2353,11,6,1500.0,600.0,0,0,0,0,11,12,NORMAL,0
6337.86,0.53,0,31,0.1976,14,4,12000.0,4800.0,0,0,0,0,0,11,NORMAL,0
2115.23,1.41,0,28,0.1131,19,2,1500.0,600.0,0,0,0,0,3,0,NORMAL,0
3234.27,0.65,0,12,0.2483,12,1,5000.0,2000.0,0,0,0,0,14,14,NORMAL,0
2969.86,0.99,0,41,0.1483,19,4,3000.0,1200.0,0,0,0,0,4,2,NORMAL,0
4428.28,0.89,1,0,0.2151,7,4,5000.0,2000.0,0,0,0,0,3,11,NORMAL,0
44885.04,5.61,1,0,0.2775,19,4,8000.0,3200.0,1,1,0,0,57,78,SUSPICIOUS,1
1145.72,0.76,0,39,0.1886,9,2,1500.0,600.0,0,0,0,0,15,5,NORMAL,0
47686.78,3.97,1,0,0.5797,1,5,12000.0,4800.0,0,1,1,0,45,50,SUSPICIOUS,1
5049.43,0.42,0,16,0.1401,10,4,12000.0,4800.0,0,0,0,0,11,8,NORMAL,0
15645.78,3.13,0,1,0.2322,19,5,5000.0,2000.0,0,0,0,0,16,10,SUSPICIOUS,1
16026.64,5.34,1,0,0.9338,22,4,3000.0,1200.0,1,1,0,0,82,80,EXTREME,1
4864.69,0.61,0,5,0.065,13,5,8000.0,3200.0,0,0,0,0,7,11,NORMAL,0
16143.24,3.23,0,2,0.2638,0,5,5000.0,2000.0,1,1,1,0,50,63,SUSPICIOUS,1
9290.22,0.77,1,0,0.1353,12,6,12000.0,4800.0,0,0,0,0,6,1,NORMAL,0
8056.42,1.01,0,39,0.1149,9,1,8000.0,3200.0,0,0,0,0,2,5,NORMAL,0
100402.97,8.37,1,0,0.5228,23,0,12000.0,4800.0,1,1,1,1,85,81,EXTREME,1
2743.8,0.91,1,0,0.0447,8,0,3000.0,1200.0,0,0,0,0,10,12,NORMAL,0
3516.73,0.7,0,9,0.0832,15,4,5000.0,2000.0,0,0,0,0,1,6,NORMAL,0
29586.13,5.92,0,2,0.3938,1,0,5000.0,2000.0,1,1,0,0,62,56,SUSPICIOUS,1
5503.17,0.69,0,8,0.0439,16,3,8000.0,3200.0,0,0,0,0,11,12,NORMAL,0
3761.18,1.25,0,21,0.1939,18,2,3000.0,1200.0,0,0,0,0,10,8,NORMAL,0
13888.11,1.16,1,0,0.2079,16,2,12000.0,4800.0,0,0,0,0,9,5,NORMAL,0
1332.07,0.89,0,17,0.0699,16,5,1500.0,600.0,0,0,0,0,6,11,NORMAL,0
5980.98,1.2,0,7,0.1357,9,0,5000.0,2000.0,0,0,0,0,8,13,NORMAL,0
28765.03,5.75,1,0,0.2759,2,5,5000.0,2000.0,0,0,0,0,17,15,SUSPICIOUS,1
47383.21,9.48,1,0,0.8055,22,5,5000.0,2000.0,1,1,0,1,99,77,EXTREME,1
6237.07,0.78,0,27,0.0481,22,2,8000.0,3200.0,0,0,0,0,0,12,NORMAL,0
712.81,0.24,0,28,0.0666,21,4,3000.0,1200.0,0,0,0,0,3,10,NORMAL,0
7776.06,2.59,1,0,0.5941,19,5,3000.0,1200.0,0,1,0,0,20,75,SUSPICIOUS,1
8130.21,1.02,0,2,0.0414,13,4,8000.0,3200.0,0,0,0,0,2,13,NORMAL,0
9001.6,1.13,0,28,0.1907,18,2,8000.0,3200.0,0,0,0,0,8,2,NORMAL,0
2004.4,0.67,0,6,0.222,11,4,3000.0,1200.0,0,0,0,0,1,8,NORMAL,0
8674.42,5.78,1,0,0.3839,3,4,1500.0,600.0,0,0,0,0,6,49,SUSPICIOUS,1
1634.69,0.54,0,43,0.1002,8,3,3000.0,1200.0,0,0,0,0,6,0,NORMAL,0
17505.72,5.84,1,0,0.3834,3,2,3000.0,1200.0,0,1,1,0,10,66,SUSPICIOUS,1
1480.83,0.99,0,15,0.1167,15,6,1500.0,600.0,0,0,0,0,6,6,NORMAL,0
3757.39,0.75,0,39,0.1033,17,3,5000.0,2000.0,0,0,0,0,6,15,NORMAL,0
26577.5,5.32,1,0,0.4526,14,5,5000.0,2000.0,1,0,0,0,63,45,SUSPICIOUS,1
5832.04,0.49,0,25,0.1995,16,3,12000.0,4800.0,0,0,0,0,13,4,NORMAL,0
5985.6,0.75,0,23,0.2413,20,0,8000.0,3200.0,0,0,0,0,13,13,NORMAL,0
13112.35,1.09,0,5,0.1863,14,3,12000.0,4800.0,0,0,1,0,0,6,NORMAL,0
7894.96,5.26,1,0,0.3528,1,4,1500.0,600.0,1,1,0,0,75,71,SUSPICIOUS,1
1082.91,0.72,0,26,0.0414,13,5,1500.0,600.0,0,0,0,0,4,0,NORMAL,0
3615.59,0.72,0,7,0.1097,17,3,5000.0,2000.0,0,0,0,0,8,12,NORMAL,0
12702.3,1.06,0,11,0.0895,17,2,12000.0,4800.0,0,0,0,0,6,5,NORMAL,0
9388.31,3.13,1,0,0.3056,1,2,3000.0,1200.0,0,1,0,0,17,56,SUSPICIOUS,1
15000.0,10.0,1,0,0.4873,9,5,1500.0,600.0,1,1,0,1,87,82,EXTREME,1
15817.64,3.16,1,0,0.2774,2,3,5000.0,2000.0,0,1,1,1,6,74,SUSPICIOUS,1
1335.63,0.89,0,16,0.199,14,0,1500.0,600.0,0,0,0,0,1,9,NORMAL,0
5352.47,0.45,0,29,0.0682,15,2,12000.0,4800.0,0,0,0,0,9,10,NORMAL,0
7008.92,4.67,1,0,0.4452,1,4,1500.0,600.0,0,1,1,0,11,59,SUSPICIOUS,1
9021.47,0.75,0,40,0.0452,7,3,12000.0,4800.0,0,0,0,0,4,15,NORMAL,0
44720.28,3.73,1,0,0.3637,14,0,12000.0,4800.0,0,0,1,0,16,44,SUSPICIOUS,1
5634.09,1.13,0,5,0.184,16,0,5000.0,2000.0,0,0,0,0,10,5,NORMAL,0
2055.31,0.69,0,6,0.1958,14,6,3000.0,1200.0,0,0,1,0,0,0,NORMAL,0
27788.19,9.26,1,0,0.7727,5,6,3000.0,1200.0,1,1,1,0,98,89,EXTREME,1
4471.59,0.89,0,30,0.1079,11,6,5000.0,2000.0,0,0,0,0,13,5,NORMAL,0
1299.97,0.87,0,22,0.0649,14,3,1500.0,600.0,0,0,0,0,11,9,NORMAL,0
2596.34,0.87,0,28,0.1407,18,6,3000.0,1200.0,0,0,0,0,12,2,NORMAL,0
15000.0,10.0,1,0,0.5173,17,2,1500.0,600.0,1,1,0,0,97,84,EXTREME,1
1361.63,0.91,0,19,0.2127,13,3,1500.0,600.0,0,0,0,0,14,12,NORMAL,0
1857.63,0.62,0,19,0.1403,9,3,3000.0,1200.0,0,0,0,0,7,10,NORMAL,0
923.72,0.62,0,37,0.0785,13,2,1500.0,600.0,0,0,0,0,3,13,NORMAL,0
11252.99,3.75,0,2,0.5156,3,2,3000.0,1200.0,1,0,0,0,68,45,SUSPICIOUS,1
5129.04,0.43,0,14,0.2286,22,0,12000.0,4800.0,0,0,0,0,7,6,NORMAL,0
99234.14,8.27,1,0,0.7314,3,3,12000.0,4800.0,1,1,1,0,88,89,EXTREME,1
5776.45,3.85,1,0,0.5491,19,4,1500.0,600.0,0,1,0,1,3,80,SUSPICIOUS,1
955.83,0.64,0,40,0.2371,9,0,1500.0,600.0,0,0,0,0,3,12,NORMAL,0
8997.85,6.0,1,0,0.3598,4,2,1500.0,600.0,0,1,1,0,15,52,SUSPICIOUS,1
2722.22,0.54,1,0,0.2341,8,0,5000.0,2000.0,0,0,0,0,2,13,NORMAL,0
1371.28,0.91,0,42,0.193,21,6,1500.0,600.0,0,0,0,0,4,4,NORMAL,0
5178.92,1.04,1,0,0.058,11,5,5000.0,2000.0,0,0,0,0,6,2,NORMAL,0
1085.11,0.72,0,17,0.2312,7,1,1500.0,600.0,0,0,0,0,15,14,NORMAL,0
29747.08,3.72,1,0,0.5781,23,2,8000.0,3200.0,0,0,1,0,49,49,SUSPICIOUS,1
4394.67,2.93,1,0,0.2683,3,0,1500.0,600.0,0,0,1,0,46,4,SUSPICIOUS,1
26949.61,5.39,0,3,0.5469,19,1,5000.0,2000.0,0,0,1,1,47,43,SUSPICIOUS,1
5539.33,0.46,0,32,0.2255,11,2,12000.0,4800.0,0,0,0,0,5,6,NORMAL,0
16237.9,10.83,1,0,0.629,1,5,1500.0,600.0,1,1,0,0,86,95,EXTREME,1
4857.29,0.97,0,5,0.0879,15,3,5000.0,2000.0,0,0,0,0,12,7,NORMAL,0
3251.11,0.65,0,40,0.1786,13,1,5000.0,2000.0,0,0,0,0,7,2,NORMAL,0
12944.01,2.59,1,0,0.5349,0,2,5000.0,2000.0,0,0,0,0,38,42,SUSPICIOUS,0
2186.99,0.73,0,41,0.2453,15,5,3000.0,1200.0,0,0,0,0,5,10,NORMAL,0
1576.8,1.05,0,8,0.1839,7,3,1500.0,600.0,0,0,1,0,3,3,NORMAL,0
14746.19,1.23,0,5,0.2131,22,4,12000.0,4800.0,0,0,0,0,7,0,NORMAL,0
12492.88,1.04,0,31,0.1408,16,4,12000.0,4800.0,0,0,0,0,6,0,NORMAL,0
5820.28,1.16,0,21,0.1788,17,4,5000.0,2000.0,0,0,0,0,5,6,NORMAL,0
1328.2,0.89,0,42,0.222,18,0,1500.0,600.0,0,0,1,0,10,15,NORMAL,0
8206.99,1.03,0,10,0.1823,13,2,8000.0,3200.0,0,0,0,0,3,9,NORMAL,0
8788.82,1.1,0,24,0.0565,11,6,8000.0,3200.0,0,0,0,0,0,9,NORMAL,0
48667.3,9.73,1,0,1.156,20,6,5000.0,2000.0,1,1,0,1,80,76,EXTREME,1
2985.77,0.25,0,5,0.0963,15,2,12000.0,4800.0,0,0,0,0,13,15,NORMAL,0
29897.13,3.74,1,0,0.2046,0,6,8000.0,3200.0,1,0,0,0,64,5,SUSPICIOUS,1
2561.94,0.85,0,23,0.2459,16,1,3000.0,1200.0,0,0,0,0,5,1,NORMAL,0
4669.28,0.93,0,4,0.1514,16,6,5000.0,2000.0,0,0,0,0,0,10,NORMAL,0
5822.45,0.73,0,21,0.1802,17,6,8000.0,3200.0,0,0,1,0,3,5,NORMAL,0
3024.8,1.01,1,0,0.1625,10,2,3000.0,1200.0,0,0,0,0,2,12,NORMAL,0
29010.27,3.63,1,0,0.3056,2,1,8000.0,3200.0,0,0,1,0,35,17,SUSPICIOUS,1
4442.01,0.56,0,29,0.0967,21,2,8000.0,3200.0,0,0,0,0,12,13,NORMAL,0
7695.49,5.13,1,0,0.4039,2,5,1500.0,600.0,0,0,0,0,46,13,SUSPICIOUS,1
4843.25,0.97,0,28,0.1357,15,6,5000.0,2000.0,0,0,1,0,15,10,NORMAL,0
35109.88,7.02,1,0,0.5497,13,2,5000.0,2000.0,1,1,1,0,100,85,EXTREME,1
2588.79,0.86,1,0,0.1551,14,1,3000.0,1200.0,0,0,0,0,15,5,NORMAL,0
2856.37,0.36,0,43,0.1879,10,1,8000.0,3200.0,0,0,0,0,9,5,NORMAL,0
9153.57,1.14,0,29,0.2203,16,0,8000.0,3200.0,0,0,0,0,15,0,NORMAL,0
92093.83,11.51,1,0,0.8746,14,3,8000.0,3200.0,1,1,1,1,88,70,EXTREME,1
7474.61,0.62,0,17,0.1223,19,3,12000.0,4800.0,0,0,0,0,2,7,NORMAL,0
2604.29,0.52,1,0,0.2241,20,2,5000.0,2000.0,0,0,0,0,2,14,NORMAL,0
14054.94,1.17,0,26,0.1865,20,5,12000.0,4800.0,0,0,0,0,13,2,NORMAL,0
2433.06,0.81,0,3,0.1268,16,1,3000.0,1200.0,0,0,0,0,6,5,NORMAL,0
11337.37,0.94,0,9,0.2495,20,6,12000.0,4800.0,0,0,0,0,0,13,NORMAL,0
86855.57,7.24,1,0,1.1417,7,6,12000.0,4800.0,1,1,1,1,99,91,EXTREME,1
3584.12,0.72,0,30,0.188,21,4,5000.0,2000.0,0,0,0,0,0,7,NORMAL,0
953.1,0.64,0,2,0.2362,16,6,1500.0,600.0,0,0,0,0,5,12,NORMAL,0
2342.92,0.78,0,40,0.0925,12,1,3000.0,1200.0,0,0,0,0,6,1,NORMAL,0
8795.44,2.93,1,0,0.2234,2,1,3000.0,1200.0,1,0,0,0,50,17,SUSPICIOUS,1
10170.13,1.27,0,40,0.0813,16,4,8000.0,3200.0,0,0,0,0,3,7,NORMAL,0
2760.15,0.35,0,5,0.2328,11,1,8000.0,3200.0,0,0,0,0,1,5,NORMAL,0
33682.6,2.81,1,0,0.2651,2,5,12000.0,4800.0,0,0,0,0,40,12,SUSPICIOUS,1
2745.31,0.92,0,21,0.1513,21,4,3000.0,1200.0,0,0,0,0,8,11,NORMAL,0
14011.52,1.17,0,20,0.1626,9,3,12000.0,4800.0,0,0,0,0,12,1,NORMAL,0
5899.21,1.18,0,3,0.2008,10,3,5000.0,2000.0,0,0,0,0,6,4,NORMAL,0
715.03,0.48,1,0,0.066,13,4,1500.0,600.0,0,0,0,0,3,6,NORMAL,0
15000.0,5.0,1,0,0.5702,13,0,3000.0,1200.0,1,1,1,0,80,86,EXTREME,1
3051.81,1.02,0,44,0.0633,12,0,3000.0,1200.0,0,0,0,0,2,9,NORMAL,0
2234.3,0.74,0,20,0.2136,11,2,3000.0,1200.0,0,0,0,0,14,8,NORMAL,0
3987.09,0.8,0,42,0.0662,13,2,5000.0,2000.0,0,0,0,0,12,4,NORMAL,0
5653.96,3.77,1,0,0.424,23,3,1500.0,600.0,0,1,1,0,42,80,SUSPICIOUS,1
7298.24,0.61,0,33,0.1273,15,3,12000.0,4800.0,0,0,0,0,8,14,NORMAL,0
5874.57,3.92,0,1,0.3494,1,2,1500.0,600.0,0,0,0,0,48,0,SUSPICIOUS,1
4391.9,0.88,0,45,0.2357,12,2,5000.0,2000.0,0,0,0,1,4,2,NORMAL,0
1365.4,0.91,0,35,0.0894,10,5,1500.0,600.0,0,0,0,0,10,12,NORMAL,0
7088.23,0.89,0,42,0.0952,17,0,8000.0,3200.0,0,0,0,0,4,9,NORMAL,0
33379.13,2.78,1,0,0.333,1,5,12000.0,4800.0,1,1,1,1,58,56,SUSPICIOUS,0
5237.17,1.05,1,0,0.2142,7,6,5000.0,2000.0,0,0,0,0,5,5,NORMAL,0
1547.67,1.03,0,8,0.0649,11,5,1500.0,600.0,0,0,0,1,3,11,NORMAL,0
14722.7,1.23,0,38,0.1309,20,5,12000.0,4800.0,0,0,0,0,10,8,NORMAL,0
3012.18,1.0,0,32,0.1479,22,0,3000.0,1200.0,0,0,0,0,5,15,NORMAL,0
43616.47,5.45,1,0,0.4521,1,5,8000.0,3200.0,1,1,0,0,93,84,EXTREME,1
12157.1,4.05,1,0,0.5026,1,3,3000.0,1200.0,1,0,1,0,54,4,SUSPICIOUS,1
5576.84,0.7,0,32,0.1373,17,2,8000.0,3200.0,0,0,0,0,4,0,NORMAL,0
7580.0,0.95,0,44,0.1273,17,4,8000.0,3200.0,0,0,0,0,14,8,NORMAL,0
13993.52,1.17,0,18,0.0466,12,1,12000.0,4800.0,0,0,1,0,9,3,NORMAL,0
15000.0,5.0,1,0,0.586,13,6,3000.0,1200.0,1,1,1,0,81,71,EXTREME,1
8428.68,0.7,0,17,0.1907,18,0,12000.0,4800.0,0,0,0,0,4,14,NORMAL,0
